Unnamed: 0,character,line,movie
14673,JAMES RHODES,Bruce gave him a sedative.  Should be out the rest of the day.,Avengers: Endgame
14674,CAROL DANVERS,"Take care of him.  When I come back, I’ll bring a bottle of Xorrian elixir. ",Avengers: Endgame
14675,STEVE ROGERS,Where are you going?,Avengers: Endgame
14676,CAROL DANVERS,To kill Thanos.,Avengers: Endgame
14677,NATASHA ROMANOFF,"Hey, hey, hang on.  We’re sort of a team here.  Between you and me, morale’s a little fragile. ",Avengers: Endgame
14678,CAROL DANVERS,"Oh, I’m sorry.  My fault.  All right, team!  I’m going to go kill Thanos.  Message me if you get any intel that can help. Otherwise, I’ll report back when he’s dead.  Great work, everybody. ",Avengers: Endgame
14679,STEVE ROGERS,"Look, we realize “up there’s” more your territory, but this is our fight, too. ",Avengers: Endgame
14680,JAMES RHODES,Do you even know where he is?,Avengers: Endgame
14681,CAROL DANVERS,I know people who might-,Avengers: Endgame
14682,NEBULA,"Don’t bother. I can tell you where Thanos is. Thanos spent a long time trying to...perfect me.  When he worked, he talked.  About his Great Plan. Even disassembled, I wanted to please him.  I’d ask, where would we go once his plan was complete? His answer was always the same: “To the Garden.” ",Avengers: Endgame
14683,JAMES RHODES,You’re saying Thanos had a retirement plan.,Avengers: Endgame
14684,STEVE ROGERS,Where’s this garden?,Avengers: Endgame
14685,ROCKET,"When Thanos snapped his fingers, Earth become ground zero for a power surge of ridiculously cosmic proportions.  No one’s seen anything like it. Until two days ago.",Avengers: Endgame
14686,NATASHA ROMANOFF,You’re saying he snapped his fingers again.  Where?,Avengers: Endgame
14687,NEBULA,"Planet is unnamed, but inhabitable. Rich atmosphere, good soil- ",Avengers: Endgame
14688,STEVE ROGERS,A garden.,Avengers: Endgame
14689,BRUCE BANNER,"Thanos is there.  And he just used the stones. You know, we’d be going short- handed. ",Avengers: Endgame
14690,JAMES RHODES,Because he killed all our friends.,Avengers: Endgame
14691,ROCKET,Are we saying they’re dead?  We’re using that word now?,Avengers: Endgame
14692,JAMES RHODES,He’s still got the stones.,Avengers: Endgame
14693,CAROL DANVERS,"So, we take them.  And we use them to bring everybody back. ",Avengers: Endgame
14694,BRUCE BANNER,Just like that?,Avengers: Endgame
14695,STEVE ROGERS,Yeah.  Just like that.,Avengers: Endgame
14696,NATASHA ROMANOFF,"If there’s even the smallest chance we can undo this, then we owe it to everyone who’s not sitting here to try.",Avengers: Endgame
14697,BRUCE BANNER,If we do this...why would it end any differently than it did before?,Avengers: Endgame
14698,CAROL DANVERS,Because before you didn’t have me.,Avengers: Endgame
14699,JAMES RHODES,"Hey, new girl.  All of us in here are about that superhero life. Where’ve you been all this time? ",Avengers: Endgame
14700,CAROL DANVERS,There’s a lot of people in the universe.  And they didn’t all have you.,Avengers: Endgame
14701,THOR,I like this one.,Avengers: Endgame
14702,STEVE ROGERS,Let’s go get that son of a bitch.,Avengers: Endgame
14703,CAROL DANVERS,Trust me.  You get used to it.,Avengers: Endgame
14704,ROCKET,"Okay, who here hasn’t been to space? Oh, you’re gonna hate this. ",Avengers: Endgame
14705,NEBULA,"Approaching jump in three, two...",Avengers: Endgame
14706,CAROL DANVERS,"I’ll head down for recon.  If I’m not back in fifteen, you’ll know I found him.",Avengers: Endgame
14707,NATASHA ROMANOFF,"This is going to work, Steve. ",Avengers: Endgame
14708,STEVE ROGERS,I know it will.  Because I don’t know what I’m going to do if it doesn’t.,Avengers: Endgame
14709,CAROL DANVERS,"No satellites, no ships, no armies. No ground defenses of any kind. It’s just him. ",Avengers: Endgame
14710,NEBULA,That’s enough.,Avengers: Endgame
14711,STEVE ROGERS,Where are they?,Avengers: Endgame
14712,CAROL DANVERS,Answer the question!,Avengers: Endgame
14713,THANOS,"The universe required correction. After that, the stones served no purpose beyond temptation. ",Avengers: Endgame
14714,BRUCE BANNER,You murdered trillions.,Avengers: Endgame
14715,THANOS,You should be grateful.,Avengers: Endgame
14716,NATASHA ROMANOFF,Where are the stones?,Avengers: Endgame
14717,THANOS,Gone.  Reduced to atoms.,Avengers: Endgame
14718,BRUCE BANNER,You used them two days ago!,Avengers: Endgame
14719,THANOS,I used the stones to destroy the stones.  It nearly killed me. But the work is done.  It always will be.,Avengers: Endgame
14720,ROCKET,No...they can’t be gone...,Avengers: Endgame
14721,JAMES RHODES,He’s lying.,Avengers: Endgame
14722,NEBULA,My father is many things.  A liar is not one of them.,Avengers: Endgame
14723,THANOS,"Thank you, daughter.  Perhaps I’ve treated you- ",Avengers: Endgame
14724,ROCKET,What did you do?,Avengers: Endgame
14725,THOR,I went for the head.,Avengers: Endgame
14726,GRIEVING MAN,"So, I went on a date the other day. ",Avengers: Endgame
14727,AVENGERS JIMMY,"Good job, Bobby.  Back in the game. ",Avengers: Endgame
14728,GRIEVING MAN,"Thank you, Jimmy.  First in five years.  I sat there at dinner thinking, what are we even supposed to talk about?",Avengers: Endgame
14729,STEVE ROGERS,What did you talk about?,Avengers: Endgame
14730,GRIEVING MAN,"Same old crap.  How much things have changed.  How much we miss the Mets.  My job, his job.  Then it got kind of quiet.  He cried during the salads. ",Avengers: Endgame
14731,OLDER MAN,What about you?,Avengers: Endgame
14732,GRIEVING MAN,I cried just before dessert.  But I’m seeing him again tomorrow. So...,Avengers: Endgame
14733,STEVE ROGERS,"That’s great.  You’ve already done the hardest part.  You took a jump, didn’t know where you’d come down. And that’s it, those little brave baby steps we’ve gotta take.  To try to make us feel whole again, to find a purpose... I went into the ice right after I met the love of my life.  Woke up seventy years later and...had to keep going. The world’s been left in our hands. If we don’t do something with it...then Thanos might as well have killed all of us. ",Avengers: Endgame
14734,SCOTT LANG,Hello? Hey.  Kid.  What happened here? What? Cassie!  Cassie!,Avengers: Endgame
14735,CASSIE LANG,Dad?,Avengers: Endgame
14736,SCOTT LANG,Peanut?,Avengers: Endgame
14737,CASSIE LANG,I thought you were gone.,Avengers: Endgame
14738,SCOTT LANG,I’m sorry.  I’m back...I’m back...I’m back...,Avengers: Endgame
14739,ROCKET,We boarded that “highly suspect warship” Danvers pinged.,Avengers: Endgame
14740,NATASHA ROMANOFF,And?,Avengers: Endgame
14741,NEBULA,It was an infectious garbage scow.,Avengers: Endgame
14742,ROCKET,So thanks for the hot tip-,Avengers: Endgame
14743,CAROL DANVERS,You were closer.,Avengers: Endgame
14744,ROCKET,And now we smell like garbage-,Avengers: Endgame
14745,NATASHA ROMANOFF,You get a reading on those tremors?,Avengers: Endgame
14746,OKOYE,Minor subduction in the African plate.,Avengers: Endgame
14747,NATASHA ROMANOFF,Do we have a visual?  How are you handling it?,Avengers: Endgame
14748,OKOYE,Nat.  It was a mild earthquake.  In the ocean.  We handle it by not handling it.,Avengers: Endgame
14749,JAMES RHODES,"I can have NASA redirect a satellite, do a sweep just to make sure. ",Avengers: Endgame
14750,NATASHA ROMANOFF,"Thanks.  Carol, you’re still coming our way next month? ",Avengers: Endgame
14751,CAROL DANVERS,Not likely.,Avengers: Endgame
14752,ROCKET,Getting another haircut?,Avengers: Endgame
14753,CAROL DANVERS,"Listen, fur-face, I’m covering a lot of territory out here.  The things that have been happening on Earth have been happening everywhere else.  On thousands of planets.  You might not see me for a long time. ",Avengers: Endgame
14754,NATASHA ROMANOFF,"All right.  Everybody keep keeping their eyes open.  This channel’s always active.  Anything goes sideways, anyone makes trouble where they shouldn’t, it comes through me. What’s up?  Where are you?",Avengers: Endgame
14755,JAMES RHODES,Mexico.  Got some news.,Avengers: Endgame
14756,NATASHA ROMANOFF,Okay...,Avengers: Endgame
14757,JAMES RHODES,Federalés found a room full of bodies outside Juarez.  Cartel guys.  Guns still in their pants.,Avengers: Endgame
14758,NATASHA ROMANOFF,Could be a rival hit-,Avengers: Endgame
14759,JAMES RHODES,"But it wasn’t.  Same MO as Marseille.  And Kiev. It’s definitely Barton. What he’s done here...what he’s been doing...I got to tell you, part of me doesn’t want to find him.",Avengers: Endgame
14760,NATASHA ROMANOFF,Find out where’s he going next.,Avengers: Endgame
14761,STEVE ROGERS,I’d offer to cook you dinner but you seem sad enough already.,Avengers: Endgame
14762,NATASHA ROMANOFF,Come by to do your laundry?,Avengers: Endgame
14763,STEVE ROGERS,And see a friend.,Avengers: Endgame
14764,NATASHA ROMANOFF,Your friend’s fine.,Avengers: Endgame
14765,STEVE ROGERS,She leave the house today?,Avengers: Endgame
14766,NATASHA ROMANOFF,Nothing out there I particularly want to see.,Avengers: Endgame
14767,STEVE ROGERS,I spotted a pod of whales coming over the bridge.,Avengers: Endgame
14768,NATASHA ROMANOFF,In the Hudson.,Avengers: Endgame
14769,STEVE ROGERS,"Fewer ships, cleaner water.  Just saying, there’s still a world out there. ",Avengers: Endgame
14770,NATASHA ROMANOFF,"If you’re about to tell me to look on the bright side, I’m about to hit you with a peanut butter sandwich.",Avengers: Endgame
14771,STEVE ROGERS,Sorry.  Force of habit.,Avengers: Endgame
14772,NATASHA ROMANOFF,I don’t know how you do it.,Avengers: Endgame
14773,STEVE ROGERS,I guess I don’t know how not to.,Avengers: Endgame
14774,NATASHA ROMANOFF,"Me, neither.",Avengers: Endgame
14775,STEVE ROGERS,"I keep telling them, move on.  Grow past it.  And some of them actually do.  But not us. ",Avengers: Endgame
14776,NATASHA ROMANOFF,"If I move on, who does this? ",Avengers: Endgame
14777,STEVE ROGERS,Maybe it doesn’t need to be done.,Avengers: Endgame
14778,NATASHA ROMANOFF,"I used to have nothing.  Then I got this.  This job, this family.  And I was better because of it. And even though they’re gone, I’m still trying to be...better. ",Avengers: Endgame
14779,STEVE ROGERS,I think we both need to get a life.,Avengers: Endgame
14780,NATASHA ROMANOFF,You first.,Avengers: Endgame
14781,SCOTT LANG,"Hello?  Is anyone home?  This is, uh, Scott Lang?  We met a few years ago.  At the airport? ",Avengers: Endgame
14782,STEVE ROGERS,This an old message?,Avengers: Endgame
14783,NATASHA ROMANOFF,It’s the front gate.,Avengers: Endgame
14784,STEVE ROGERS,"Scott, are you okay? ",Avengers: Endgame
14785,SCOTT LANG,What?  Yes. Have either of you guys ever studied quantum physics?,Avengers: Endgame
14786,NATASHA ROMANOFF,Only to make conversation.,Avengers: Endgame
14787,SCOTT LANG,"Well, five years ago, just before this Thanos guy...I went into a place called the Quantum Realm. It’s like its own microscopic universe.  You can only get there if you’re incredibly small.  Hope, she’s my...she was supposed to pull me out.  But then Thanos happened. And I was stuck in there. ",Avengers: Endgame
14788,NATASHA ROMANOFF,I’m sorry.  It must’ve been a long five years.,Avengers: Endgame
14789,SCOTT LANG,"Okay, but that’s the thing.  It wasn’t.  For me, it was only five hours.  The rules in the Quantum Realm aren’t like out here. They’re completely unpredictable. Is anybody gonna eat that sandwich? ",Avengers: Endgame
14790,STEVE ROGERS,"Scott, what are you talking about? ",Avengers: Endgame
14791,SCOTT LANG,"Time works differently in the Quantum Realm. Problem is, right now, it’s chaos, there’s no way to navigate it.  But what if we could figure out a way to enter the Quantum Realm at a certain point in time...and come out in another.  Like, before Thanos- ",Avengers: Endgame
14792,STEVE ROGERS,Wait...wait.  Scott.  Are you talking about a time machine?,Avengers: Endgame
14793,SCOTT LANG,"No, not a machine.  More like a... Yeah, like a time machine.  I know it sounds crazy... ",Avengers: Endgame
14794,NATASHA ROMANOFF,"Scott, I get emails from a raccoon. Nothing’s crazy anymore. ",Avengers: Endgame
14795,SCOTT LANG,"So, who do we talk to about this?",Avengers: Endgame
14796,TONY STARK,Morgan H. Stark.  Chow time.  Want some lunch?,Avengers: Endgame
14797,MORGAN STARK,Define lunch or be disintegrated.,Avengers: Endgame
14798,TONY STARK,You should not be wearing that. It’s part of a special anniversary gift I made for Mom.  You thinking about lunch? Where’d you find this?,Avengers: Endgame
14799,MORGAN STARK,Garage.,Avengers: Endgame
14800,TONY STARK,You like going in the garage?  So does Daddy.  It’s all right.  Mommy never wears what I buy her. I just want to thank you folks for dropping by.  It’s not every day one gets to contemplate biting it on an inter-dimensional timescape.,Avengers: Endgame
14801,NATASHA ROMANOFF,You’ve got some objections to the plan.,Avengers: Endgame
14802,TONY STARK,"So you’re calling it a plan.  To me, it sounds like an exotic suicide method.  Not to mention, it’s impossible. ",Avengers: Endgame
14803,SCOTT LANG,We know what it sounds like.,Avengers: Endgame
14804,STEVE ROGERS,"Tony, after what you’ve seen, is anything really impossible? ",Avengers: Endgame
14805,TONY STARK,"Quantum fluctuation kinda messes with the Planck Scale, which then triggers the Deutsch Proposition, can we agree on that? Chai?  In layman’s terms, it means you can cancel your Netflix subscription because you’re not coming home. ",Avengers: Endgame
14806,SCOTT LANG,I did.,Avengers: Endgame
14807,TONY STARK,Which was a billion-to-one cosmic fluke.  Now you want to pull a- What are you calling it?,Avengers: Endgame
14808,SCOTT LANG,A time heist.,Avengers: Endgame
14809,TONY STARK,"Oh, of course, a time heist, why didn’t we think of this before? Right, because it’s a pipe dream. Who are you again? ",Avengers: Endgame
14810,SCOTT LANG,Still Scott...,Avengers: Endgame
14811,STEVE ROGERS,"Tony, the Stones exist in the past. We could get them and bring them here. ",Avengers: Endgame
14812,NATASHA ROMANOFF,We can snap our own fingers.  We can bring everybody back.,Avengers: Endgame
14813,TONY STARK,Or screw it up worse than he already has.,Avengers: Endgame
14814,STEVE ROGERS,I don’t believe we would.,Avengers: Endgame
14815,TONY STARK,"Gotta say it.  Sometimes I’ve missed that giddy optimism.  Sadly, all your high hopes won’t help me if there’s no logical, tangible way for me to safely execute said “time heist.”  I believe the most likely outcome would be our collective demise. ",Avengers: Endgame
14816,SCOTT LANG,Not if we strictly follow the rules of time travel.  No talking to our past selves.  No betting on sporting events-,Avengers: Endgame
14817,TONY STARK,"Stop, Scott.  Stop.  Are you telling me that your plan to save the universe is more than loosely based on Back to the Future? ",Avengers: Endgame
14818,SCOTT LANG,No...,Avengers: Endgame
14819,TONY STARK,"Good.  Because that would be horseshit.  Scientifically speaking, your brother’s picture doesn’t disappear just ‘cause you went to the dance with your mom. That’s not how quantum physics works. ",Avengers: Endgame
14820,NATASHA ROMANOFF,We have to take a stand.,Avengers: Endgame
14821,TONY STARK,We did stand.  And yet here we are.,Avengers: Endgame
14822,SCOTT LANG,"Look, Stark-  Can I call you Tony? ",Avengers: Endgame
14823,TONY STARK,Please don’t-,Avengers: Endgame
14824,SCOTT LANG,Tony-,Avengers: Endgame
14825,TONY STARK,Fine.,Avengers: Endgame
14826,SCOTT LANG,"I get that you’ve got a lot on the line, here.  You’ve got a wife.  A daughter.  But I lost someone very important - a lot of us did - and now we have a chance to save her, and everyone else, and you won’t even- ",Avengers: Endgame
14827,TONY STARK,"No, Scott.  I won’t.  Even.",Avengers: Endgame
14828,MORGAN STARK,Mommy told me to come save you.,Avengers: Endgame
14829,TONY STARK,Good job.  I’m saved.  I wish you were coming here to ask me something else.  I’m honestly happy to see you.  If you want to stay- ,Avengers: Endgame
14830,STEVE ROGERS,"Tony, I get it.  And I’m happy for you.  I am.  But this is a second chance. ",Avengers: Endgame
14831,TONY STARK,"Yeah, well, I got my second chance right here.  I can’t roll the dice on it.  The table is set for six. If you don’t talk shop, you’re welcome to stay for lunch.",Avengers: Endgame
14832,NATASHA ROMANOFF,He’s scared.,Avengers: Endgame
14833,STEVE ROGERS,He’s not wrong.,Avengers: Endgame
14834,SCOTT LANG,What are we gonna do?  We need him. You want to stop?,Avengers: Endgame
14835,STEVE ROGERS,No.  I want to do it right. We’re going to need a really big brain.,Avengers: Endgame
14836,SCOTT LANG,Bigger than his? I’m confused.,Avengers: Endgame
14837,BRUCE BANNER,These are confusing times.,Avengers: Endgame
14838,SCOTT LANG,"No, that’s not what I’m- ",Avengers: Endgame
14839,BRUCE BANNER,"I’m kidding, I get it.  It’s crazy. I wear shirts now! ",Avengers: Endgame
14840,SCOTT LANG,But why?,Avengers: Endgame
14841,BRUCE BANNER,"Five years ago, we got our asses kicked, right?",Avengers: Endgame
14842,STEVE ROGERS,He’s heard.,Avengers: Endgame
14843,BRUCE BANNER,It was worse for me.  Because I lost twice.  First Hulk lost.  Then Banner lost.  Then we all lost.,Avengers: Endgame
14844,NATASHA ROMANOFF,"No one blamed you, Bruce. ",Avengers: Endgame
14845,BRUCE BANNER,"I did-  I feel like I’m the only one eating.  Here, try some. Thing is, I kept thinking, it didn’t have to be that way.  That the best of Banner and best of Hulk, if they’d worked together, maybe they could’ve stopped Thanos. ",Avengers: Endgame
14846,SCOTT LANG,Okay.  But how did...this happen?,Avengers: Endgame
14847,BRUCE BANNER,"For years I treated the Hulk like a disease, something to get rid of. But when I started treating him like the cure... Eighteen months in the Gamma Lab. I put the brains and the brawn together.  And now look at me. Best of both worlds.",Avengers: Endgame
14848,AVENGERS KID,Mr. Hulk?  Can we get a picture?,Avengers: Endgame
14849,BRUCE BANNER,"100%, little lady. Thanks, pal.  Hulk out! ",Avengers: Endgame
14850,STEVE ROGERS,"So, Bruce, about what we said- ",Avengers: Endgame
14851,BRUCE BANNER,"The time travel do-over?  I don’t know, that’s kind of outside my field of expertise...",Avengers: Endgame
14852,NATASHA ROMANOFF,"You pulled this off.  I remember a time that was impossible, too. ",Avengers: Endgame
14853,BRUCE BANNER,"I’m supposed to be on Oprah next week, but I guess I could move things around.",Avengers: Endgame
14854,TONY STARK,"Friday, you up? ",Avengers: Endgame
14855,FRIDAY,"Yes, sir. ",Avengers: Endgame
14856,TONY STARK,"I’ve had a mild inspiration, like to see if it checks out.  I would like to run one last sim before we pack it in for the night.  This time, in the shape of a Mobius Strip, inverted. ",Avengers: Endgame
14857,FRIDAY,Processing. The model forms.,Avengers: Endgame
14858,TONY STARK,"All right, give me the eigenvalue of that particle, factoring in spectral decomp.  Run it.  That’ll take a second.  And don’t worry if it doesn’t pan out, I’m just kind of... ",Avengers: Endgame
14859,FRIDAY,Model rendered.,Avengers: Endgame
14860,TONY STARK,Shit.,Avengers: Endgame
14861,MORGAN STARK,Shit.,Avengers: Endgame
14862,TONY STARK,What are you doing up?,Avengers: Endgame
14863,MORGAN STARK,Shit.,Avengers: Endgame
14864,TONY STARK,"First of all, that’s a Mommy word, she coined it. ",Avengers: Endgame
14865,MORGAN STARK,Why are you up?,Avengers: Endgame
14866,TONY STARK,I just had something on my mind.,Avengers: Endgame
14867,MORGAN STARK,Was it juice pops?,Avengers: Endgame
14868,TONY STARK,Correct.  Great minds think alike. What kind do you want? You done? Now you are.,Avengers: Endgame
14869,MORGAN STARK,Tell me a story.,Avengers: Endgame
14870,TONY STARK,"Once upon a time, Maguna went to bed.  The end. ",Avengers: Endgame
14871,MORGAN STARK,That was a bad story. He runs his hand over her hair.,Avengers: Endgame
14872,TONY STARK,Love you tons.,Avengers: Endgame
14873,MORGAN STARK,Love you three thousand.,Avengers: Endgame
14874,TONY STARK,"Wow, that’s a lot. Out like a light.  Don’t know how much she loves you but she loves me three thousand.",Avengers: Endgame
14875,PEPPER POTTS,That’s up there.,Avengers: Endgame
14876,TONY STARK,What’re you reading?,Avengers: Endgame
14877,PEPPER POTTS,A book about composting-,Avengers: Endgame
14878,TONY STARK,I think I solved it.,Avengers: Endgame
14879,PEPPER POTTS,Just so we’re both talking about the same thing-,Avengers: Endgame
14880,TONY STARK,Time travel.,Avengers: Endgame
14881,PEPPER POTTS,That’s amazing.,Avengers: Endgame
14882,TONY STARK,Yeah.,Avengers: Endgame
14883,PEPPER POTTS,And terrifying.,Avengers: Endgame
14884,TONY STARK,To say the least.,Avengers: Endgame
14885,PEPPER POTTS,We got really lucky-,Avengers: Endgame
14886,TONY STARK,I know-,Avengers: Endgame
14887,PEPPER POTTS,Not everybody did.,Avengers: Endgame
14888,TONY STARK,I can’t help everybody.,Avengers: Endgame
14889,PEPPER POTTS,"Except, it sort of seems like you can. ",Avengers: Endgame
14890,TONY STARK,Not if I stopped right here.,Avengers: Endgame
14891,PEPPER POTTS,"Tony, trying to get you to stop is one of the few failures of my life. ",Avengers: Endgame
14892,TONY STARK,"I could just lock the lab, put it in a trunk, sink it to the bottom of the lake, and go to bed. ",Avengers: Endgame
14893,PEPPER POTTS,But could you rest?,Avengers: Endgame
14894,SCOTT LANG,You’re sure these modifications are safe?,Avengers: Endgame
14895,BRUCE BANNER,I reran my calculations three times-,Avengers: Endgame
14896,SCOTT LANG,Because the guy who invented this thing is pretty much a genius-,Avengers: Endgame
14897,BRUCE BANNER,"I have seven PhD’s, an MD, the Hans Bethe Award for Physics, and I’m personal friends with Bill Nye the Science Guy.  We’re good. ",Avengers: Endgame
14898,SCOTT LANG,Yeah.  And you look like that on purpose.,Avengers: Endgame
14899,STEVE ROGERS,"Breakers are set, emergency generator’s on stand-by. ",Avengers: Endgame
14900,BRUCE BANNER,"Good.  If we blow the grid, I don’t want to lose Tiny back in the ‘50’s. ",Avengers: Endgame
14901,SCOTT LANG,Excuse me?,Avengers: Endgame
14902,NATASHA ROMANOFF,He was kidding.,Avengers: Endgame
14903,BRUCE BANNER,I was kidding.,Avengers: Endgame
14904,NATASHA ROMANOFF,"You were kidding, right? ",Avengers: Endgame
14905,BRUCE BANNER,"Honestly, I have no idea.  We’re attempting time travel.  Either it’s all a joke, or none of it is. We’re good!  Helmet on.  Okay.  I’m going to send you back one week, give you an hour to look around, then bring you back in ten seconds.  Make sense? ",Avengers: Endgame
14906,SCOTT LANG,Perfectly not confusing.,Avengers: Endgame
14907,STEVE ROGERS,"Good luck, Scott.  You’ve got this. ",Avengers: Endgame
14908,SCOTT LANG,"Yes, I do, Captain America.  Yes, I- ",Avengers: Endgame
14909,BRUCE BANNER,"Counting down from three, two, one... ",Avengers: Endgame
14910,SCOTT LANG,"Uh, guys?  This doesn’t feel right. ",Avengers: Endgame
14911,NATASHA ROMANOFF,Is that Scott?,Avengers: Endgame
14912,BRUCE BANNER,Probably...?,Avengers: Endgame
14913,STEVE ROGERS,Get him back!,Avengers: Endgame
14914,SCOTT LANG,"Oh, my back! ",Avengers: Endgame
14915,NATASHA ROMANOFF,Bruce!  Get it under control.  What the hell is going on?,Avengers: Endgame
14916,BRUCE BANNER,"I got it, I know exactly what’s going on.  Pretty much.",Avengers: Endgame
14917,NATASHA ROMANOFF,"Oh, my God. ",Avengers: Endgame
14918,STEVE ROGERS,It’s a baby.,Avengers: Endgame
14919,BRUCE BANNER,It’s Scott.,Avengers: Endgame
14920,STEVE ROGERS,As a baby! ,Avengers: Endgame
14921,BRUCE BANNER,"When I tell you, kill the power! Now! ",Avengers: Endgame
14922,SCOTT LANG,Somebody peed my pants.  I don’t know if it was baby-me or old-me. Or just me-me.,Avengers: Endgame
14923,TONY STARK,"Why the long face?  Wild guess, he turned into a baby? ",Avengers: Endgame
14924,STEVE ROGERS,Among other things.,Avengers: Endgame
14925,TONY STARK,"EPR Paradox.  Instead of pushing Lang through time, you were pushing time through Lang.  It’s dangerous. I probably should’ve cautioned you against it. ",Avengers: Endgame
14926,STEVE ROGERS,You did.,Avengers: Endgame
14927,TONY STARK,"Thank god, I’m here.  Regardless, I fixed it.  That is a fully-functioning, time- space GPS.  I just want peace. Resentment is corrosive.  I hate it. ",Avengers: Endgame
14928,STEVE ROGERS,"Me, too.",Avengers: Endgame
